Fecha;ID;NOME;CASOS;NIVEL
04-02-2021;34121515001;ABEGONDO; 50;Incidencia acumulada para o concello: >250
04-02-2021;34121515002;AMES; 189;Incidencia acumulada para o concello: >250
04-02-2021;34121515003;ARANGA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
04-02-2021;34121515004;ARES; 54;Incidencia acumulada para o concello: >250
04-02-2021;34121515005;ARTEIXO; 469;Incidencia acumulada para o concello: >250
04-02-2021;34121515006;ARZUA; 74;Incidencia acumulada para o concello: >250
04-02-2021;34121515007;BAÑA (A); 13;Incidencia acumulada para o concello: >250
04-02-2021;34121515008;BERGONDO; 55;Incidencia acumulada para o concello: >250
04-02-2021;34121515009;BETANZOS; 227;Incidencia acumulada para o concello: >250
04-02-2021;34121515010;BOIMORTO; 12;Incidencia acumulada para o concello: >250
04-02-2021;34121515011;BOIRO; 53;Incidencia acumulada para o concello: >250
04-02-2021;34121515012;BOQUEIXON; 85;Incidencia acumulada para o concello: >250
04-02-2021;34121515013;BRION; 44;Incidencia acumulada para o concello: >250
04-02-2021;34121515014;CABANA DE BERGANTIÑOS; 17;Incidencia acumulada para o concello: >250
04-02-2021;34121515015;CABANAS; 70;Incidencia acumulada para o concello: >250
04-02-2021;34121515016;CAMARIÑAS; 23;Incidencia acumulada para o concello: >250
04-02-2021;34121515017;CAMBRE; 247;Incidencia acumulada para o concello: >250
04-02-2021;34121515018;CAPELA (A); 10;Incidencia acumulada para o concello: >250
04-02-2021;34121515019;CARBALLO; 308;Incidencia acumulada para o concello: >250
04-02-2021;34121515020;CARNOTA; 20;Incidencia acumulada para o concello: >250
04-02-2021;34121515021;CARRAL; 46;Incidencia acumulada para o concello: >250
04-02-2021;34121515022;CEDEIRA; 89;Incidencia acumulada para o concello: >250
04-02-2021;34121515023;CEE; 45;Incidencia acumulada para o concello: >250
04-02-2021;34121515024;CERCEDA; 46;Incidencia acumulada para o concello: >250
04-02-2021;34121515025;CERDIDO; 11;Incidencia acumulada para o concello: >250
04-02-2021;34121515027;COIROS; 26;Incidencia acumulada para o concello: >250
04-02-2021;34121515028;CORCUBION; entre 1 e 9;Incidencia acumulada para o concello: >250
04-02-2021;34121515029;CORISTANCO; 50;Incidencia acumulada para o concello: >250
04-02-2021;34121515030;CORUÑA (A); 2128;Incidencia acumulada para o concello: >250
04-02-2021;34121515031;CULLEREDO; 288;Incidencia acumulada para o concello: >250
