Fecha;ID;NOME;CASOS;NIVEL
31-01-2021;34121515001;ABEGONDO; 46;Incidencia acumulada para o concello: >250
31-01-2021;34121515002;AMES; 206;Incidencia acumulada para o concello: >250
31-01-2021;34121515003;ARANGA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
31-01-2021;34121515004;ARES; 48;Incidencia acumulada para o concello: >250
31-01-2021;34121515005;ARTEIXO; 536;Incidencia acumulada para o concello: >250
31-01-2021;34121515006;ARZUA; 52;Incidencia acumulada para o concello: >250
31-01-2021;34121515007;BAÑA (A); 14;Incidencia acumulada para o concello: >250
31-01-2021;34121515008;BERGONDO; 49;Incidencia acumulada para o concello: >250
31-01-2021;34121515009;BETANZOS; 227;Incidencia acumulada para o concello: >250
31-01-2021;34121515010;BOIMORTO; entre 1 e 9;Incidencia acumulada para o concello: >250
31-01-2021;34121515011;BOIRO; 52;Incidencia acumulada para o concello: >250
31-01-2021;34121515012;BOQUEIXON; 102;Incidencia acumulada para o concello: >250
31-01-2021;34121515013;BRION; 43;Incidencia acumulada para o concello: >250
31-01-2021;34121515014;CABANA DE BERGANTIÑOS; 20;Incidencia acumulada para o concello: >250
31-01-2021;34121515015;CABANAS; 45;Incidencia acumulada para o concello: >250
31-01-2021;34121515016;CAMARIÑAS; 28;Incidencia acumulada para o concello: >250
31-01-2021;34121515017;CAMBRE; 270;Incidencia acumulada para o concello: >250
31-01-2021;34121515018;CAPELA (A); entre 1 e 9;Incidencia acumulada para o concello: >250
31-01-2021;34121515019;CARBALLO; 367;Incidencia acumulada para o concello: >250
31-01-2021;34121515020;CARNOTA; 13;Incidencia acumulada para o concello: >250
31-01-2021;34121515021;CARRAL; 55;Incidencia acumulada para o concello: >250
31-01-2021;34121515022;CEDEIRA; 85;Incidencia acumulada para o concello: >250
31-01-2021;34121515023;CEE; 47;Incidencia acumulada para o concello: >250
31-01-2021;34121515024;CERCEDA; 57;Incidencia acumulada para o concello: >250
31-01-2021;34121515025;CERDIDO; 13;Incidencia acumulada para o concello: >250
31-01-2021;34121515027;COIROS; 29;Incidencia acumulada para o concello: >250
31-01-2021;34121515028;CORCUBION; entre 1 e 9;Incidencia acumulada para o concello: >250
31-01-2021;34121515029;CORISTANCO; 53;Incidencia acumulada para o concello: >250
31-01-2021;34121515030;CORUÑA (A); 2256;Incidencia acumulada para o concello: >250
31-01-2021;34121515031;CULLEREDO; 321;Incidencia acumulada para o concello: >250
31-01-2021;34121515032;CURTIS; 23;Incidencia acumulada para o concello: >250
31-01-2021;34121515033;DODRO; 30;Incidencia acumulada para o concello: >250
31-01-2021;34121515034;DUMBRIA; 31;Incidencia acumulada para o concello: >250
31-01-2021;34121515035;FENE; 146;Incidencia acumulada para o concello: >250
31-01-2021;34121515036;FERROL; 441;Incidencia acumulada para o concello: >250
31-01-2021;34121515037;FISTERRA; 31;Incidencia acumulada para o concello: >250
31-01-2021;34121515038;FRADES; 17;Incidencia acumulada para o concello: >250
31-01-2021;34121515039;IRIXOA; entre 1 e 9;Incidencia acumulada para o concello: >250
31-01-2021;34121515040;LAXE; 13;Incidencia acumulada para o concello: >250
31-01-2021;34121515041;LARACHA; 134;Incidencia acumulada para o concello: >250
31-01-2021;34121515042;LOUSAME; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
31-01-2021;34121515043;MALPICA DE BERGANTIÑOS; 58;Incidencia acumulada para o concello: >250
31-01-2021;34121515044;MAÑON; 23;Incidencia acumulada para o concello: >250
31-01-2021;34121515045;MAZARICOS; 21;Incidencia acumulada para o concello: >250
31-01-2021;34121515046;MELIDE; 68;Incidencia acumulada para o concello: >250
31-01-2021;34121515047;MESIA; 32;Incidencia acumulada para o concello: >250
31-01-2021;34121515048;MIÑO; 39;Incidencia acumulada para o concello: >250
31-01-2021;34121515049;MOECHE; 67;Incidencia acumulada para o concello: >250
31-01-2021;34121515050;MONFERO; 12;Incidencia acumulada para o concello: >250
31-01-2021;34121515051;MUGARDOS; 66;Incidencia acumulada para o concello: >250
31-01-2021;34121515052;MUXIA; 31;Incidencia acumulada para o concello: >250
31-01-2021;34121515053;MUROS; 26;Incidencia acumulada para o concello: >250
31-01-2021;34121515054;NARON; 297;Incidencia acumulada para o concello: >250
31-01-2021;34121515055;NEDA; 30;Incidencia acumulada para o concello: >250
31-01-2021;34121515056;NEGREIRA; 35;Incidencia acumulada para o concello: >250
31-01-2021;34121515057;NOIA; 56;Incidencia acumulada para o concello: >250
31-01-2021;34121515058;OLEIROS; 230;Incidencia acumulada para o concello: >250
31-01-2021;34121515059;ORDES; 132;Incidencia acumulada para o concello: >250
31-01-2021;34121515060;OROSO; 54;Incidencia acumulada para o concello: >250
31-01-2021;34121515061;ORTIGUEIRA; 93;Incidencia acumulada para o concello: >250
31-01-2021;34121515062;OUTES; 27;Incidencia acumulada para o concello: >250
31-01-2021;34121515064;PADERNE; 20;Incidencia acumulada para o concello: >250
31-01-2021;34121515065;PADRON; 177;Incidencia acumulada para o concello: >250
31-01-2021;34121515066;PINO (O); 46;Incidencia acumulada para o concello: >250
31-01-2021;34121515067;POBRA DO CARAMIÑAL A; 28;Incidencia acumulada para o concello: >250
31-01-2021;34121515068;PONTECESO; 32;Incidencia acumulada para o concello: >250
31-01-2021;34121515069;PONTEDEUME; 80;Incidencia acumulada para o concello: >250
