Fecha;ID;NOME;CASOS;NIVEL
07-02-2021;34121515001;ABEGONDO; 35;Incidencia acumulada para o concello: >250
07-02-2021;34121515002;AMES; 152;Incidencia acumulada para o concello: >250
07-02-2021;34121515003;ARANGA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
07-02-2021;34121515004;ARES; 55;Incidencia acumulada para o concello: >250
07-02-2021;34121515005;ARTEIXO; 414;Incidencia acumulada para o concello: >250
07-02-2021;34121515006;ARZUA; 71;Incidencia acumulada para o concello: >250
07-02-2021;34121515007;BAÑA (A); 12;Incidencia acumulada para o concello: >250
07-02-2021;34121515008;BERGONDO; 51;Incidencia acumulada para o concello: >250
07-02-2021;34121515009;BETANZOS; 193;Incidencia acumulada para o concello: >250
07-02-2021;34121515010;BOIMORTO; entre 1 e 9;Incidencia acumulada para o concello: >250
07-02-2021;34121515011;BOIRO; 40;Incidencia acumulada para o concello: >150 e <=250
07-02-2021;34121515012;BOQUEIXON; 69;Incidencia acumulada para o concello: >250
07-02-2021;34121515013;BRION; 37;Incidencia acumulada para o concello: >250
07-02-2021;34121515014;CABANA DE BERGANTIÑOS; 15;Incidencia acumulada para o concello: >250
07-02-2021;34121515015;CABANAS; 76;Incidencia acumulada para o concello: >250
07-02-2021;34121515016;CAMARIÑAS; 12;Incidencia acumulada para o concello: >150 e <=250
07-02-2021;34121515017;CAMBRE; 194;Incidencia acumulada para o concello: >250
07-02-2021;34121515018;CAPELA (A); 10;Incidencia acumulada para o concello: >250
07-02-2021;34121515019;CARBALLO; 300;Incidencia acumulada para o concello: >250
07-02-2021;34121515020;CARNOTA; 21;Incidencia acumulada para o concello: >250
07-02-2021;34121515021;CARRAL; 42;Incidencia acumulada para o concello: >250
07-02-2021;34121515022;CEDEIRA; 63;Incidencia acumulada para o concello: >250
07-02-2021;34121515023;CEE; 48;Incidencia acumulada para o concello: >250
07-02-2021;34121515024;CERCEDA; 43;Incidencia acumulada para o concello: >250
07-02-2021;34121515025;CERDIDO; 10;Incidencia acumulada para o concello: >250
07-02-2021;34121515027;COIROS; 18;Incidencia acumulada para o concello: >250
07-02-2021;34121515028;CORCUBION; entre 1 e 9;Incidencia acumulada para o concello: >250
07-02-2021;34121515029;CORISTANCO; 53;Incidencia acumulada para o concello: >250
07-02-2021;34121515030;CORUÑA (A); 1898;Incidencia acumulada para o concello: >250
07-02-2021;34121515031;CULLEREDO; 236;Incidencia acumulada para o concello: >250
07-02-2021;34121515032;CURTIS; 33;Incidencia acumulada para o concello: >250
07-02-2021;34121515033;DODRO; 27;Incidencia acumulada para o concello: >250
07-02-2021;34121515034;DUMBRIA; 15;Incidencia acumulada para o concello: >250
07-02-2021;34121515035;FENE; 90;Incidencia acumulada para o concello: >250
07-02-2021;34121515036;FERROL; 420;Incidencia acumulada para o concello: >250
07-02-2021;34121515037;FISTERRA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
07-02-2021;34121515038;FRADES; 14;Incidencia acumulada para o concello: >250
07-02-2021;34121515039;IRIXOA; entre 1 e 9;Incidencia acumulada para o concello: >250
07-02-2021;34121515040;LAXE; 13;Incidencia acumulada para o concello: >250
07-02-2021;34121515041;LARACHA; 90;Incidencia acumulada para o concello: >250
07-02-2021;34121515042;LOUSAME; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
07-02-2021;34121515043;MALPICA DE BERGANTIÑOS; 55;Incidencia acumulada para o concello: >250
07-02-2021;34121515044;MAÑON; 13;Incidencia acumulada para o concello: >250
07-02-2021;34121515045;MAZARICOS; 14;Incidencia acumulada para o concello: >250
07-02-2021;34121515046;MELIDE; 55;Incidencia acumulada para o concello: >250
07-02-2021;34121515047;MESIA; 30;Incidencia acumulada para o concello: >250
07-02-2021;34121515048;MIÑO; 31;Incidencia acumulada para o concello: >250
07-02-2021;34121515049;MOECHE; 51;Incidencia acumulada para o concello: >250
07-02-2021;34121515050;MONFERO; 15;Incidencia acumulada para o concello: >250
07-02-2021;34121515051;MUGARDOS; 50;Incidencia acumulada para o concello: >250
07-02-2021;34121515052;MUXIA; 22;Incidencia acumulada para o concello: >250
07-02-2021;34121515053;MUROS; 18;Incidencia acumulada para o concello: >150 e <=250
07-02-2021;34121515054;NARON; 257;Incidencia acumulada para o concello: >250
07-02-2021;34121515055;NEDA; 15;Incidencia acumulada para o concello: >250
07-02-2021;34121515056;NEGREIRA; 37;Incidencia acumulada para o concello: >250
07-02-2021;34121515057;NOIA; 36;Incidencia acumulada para o concello: >250
07-02-2021;34121515058;OLEIROS; 209;Incidencia acumulada para o concello: >250
