Fecha;ID;NOME;CASOS;NIVEL
13-02-2021;34121515001;ABEGONDO; 27;Incidencia acumulada para o concello: >250
13-02-2021;34121515002;AMES; 72;Incidencia acumulada para o concello: >150 e <=250
13-02-2021;34121515003;ARANGA; 11;Incidencia acumulada para o concello: >250
13-02-2021;34121515004;ARES; 44;Incidencia acumulada para o concello: >250
13-02-2021;34121515005;ARTEIXO; 240;Incidencia acumulada para o concello: >250
13-02-2021;34121515006;ARZUA; 51;Incidencia acumulada para o concello: >250
13-02-2021;34121515007;BAÑA (A); entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
13-02-2021;34121515008;BERGONDO; 34;Incidencia acumulada para o concello: >250
13-02-2021;34121515009;BETANZOS; 144;Incidencia acumulada para o concello: >250
13-02-2021;34121515010;BOIMORTO; entre 1 e 9;Incidencia acumulada para o concello: >250
13-02-2021;34121515011;BOIRO; 33;Incidencia acumulada para o concello: >150 e <=250
13-02-2021;34121515012;BOQUEIXON; 26;Incidencia acumulada para o concello: >250
13-02-2021;34121515013;BRION; 32;Incidencia acumulada para o concello: >250
13-02-2021;34121515014;CABANA DE BERGANTIÑOS; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
13-02-2021;34121515015;CABANAS; 69;Incidencia acumulada para o concello: >250
13-02-2021;34121515016;CAMARIÑAS; 15;Incidencia acumulada para o concello: >250
13-02-2021;34121515017;CAMBRE; 164;Incidencia acumulada para o concello: >250
13-02-2021;34121515018;CAPELA (A); entre 1 e 9;Incidencia acumulada para o concello: >250
13-02-2021;34121515019;CARBALLO; 245;Incidencia acumulada para o concello: >250
13-02-2021;34121515020;CARNOTA; 18;Incidencia acumulada para o concello: >250
13-02-2021;34121515021;CARRAL; 33;Incidencia acumulada para o concello: >250
13-02-2021;34121515022;CEDEIRA; 47;Incidencia acumulada para o concello: >250
13-02-2021;34121515023;CEE; 26;Incidencia acumulada para o concello: >250
13-02-2021;34121515024;CERCEDA; 25;Incidencia acumulada para o concello: >250
13-02-2021;34121515025;CERDIDO; entre 1 e 9;Incidencia acumulada para o concello: >250
13-02-2021;34121515027;COIROS; entre 1 e 9;Incidencia acumulada para o concello: >250
13-02-2021;34121515028;CORCUBION; entre 1 e 9;Incidencia acumulada para o concello: >250
13-02-2021;34121515029;CORISTANCO; 40;Incidencia acumulada para o concello: >250
