Fecha;ID;NOME;CASOS;NIVEL
30-11-2020;34121515001;ABEGONDO; 20;Incidencia acumulada para o concello: >250
30-11-2020;34121515002;AMES; 21;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515003;ARANGA; 13;Incidencia acumulada para o concello: >250
30-11-2020;34121515004;ARES; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515005;ARTEIXO; 65;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515006;ARZUA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515007;BAÑA (A); 30;Incidencia acumulada para o concello: >250
30-11-2020;34121515008;BERGONDO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515009;BETANZOS; 37;Incidencia acumulada para o concello: >250
30-11-2020;34121515010;BOIMORTO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515011;BOIRO; 52;Incidencia acumulada para o concello: >250
30-11-2020;34121515012;BOQUEIXON; entre 1 e 9;Incidencia acumulada para o concello: <=25
30-11-2020;34121515013;BRION; 11;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515014;CABANA DE BERGANTIÑOS; 25;Incidencia acumulada para o concello: >250
30-11-2020;34121515015;CABANAS; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515016;CAMARIÑAS; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515017;CAMBRE; 47;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515018;CAPELA (A); entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515019;CARBALLO; 138;Incidencia acumulada para o concello: >250
30-11-2020;34121515020;CARNOTA; 10;Incidencia acumulada para o concello: >250
30-11-2020;34121515021;CARRAL; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515022;CEDEIRA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515023;CEE; 27;Incidencia acumulada para o concello: >250
30-11-2020;34121515024;CERCEDA; 34;Incidencia acumulada para o concello: >250
30-11-2020;34121515025;CERDIDO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515027;COIROS; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515028;CORCUBION;0;Incidencia acumulada para o concello: <=25
30-11-2020;34121515029;CORISTANCO; 68;Incidencia acumulada para o concello: >250
30-11-2020;34121515030;CORUÑA (A); 394;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515031;CULLEREDO; 76;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515032;CURTIS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515033;DODRO; 12;Incidencia acumulada para o concello: >250
30-11-2020;34121515034;DUMBRIA; 22;Incidencia acumulada para o concello: >250
30-11-2020;34121515035;FENE; 25;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515036;FERROL; 140;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515037;FISTERRA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515038;FRADES; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515039;IRIXOA; 32;Incidencia acumulada para o concello: >250
30-11-2020;34121515040;LAXE; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515041;LARACHA; 33;Incidencia acumulada para o concello: >250
30-11-2020;34121515042;LOUSAME; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50
30-11-2020;34121515043;MALPICA DE BERGANTIÑOS; 28;Incidencia acumulada para o concello: >250
30-11-2020;34121515044;MAÑON;0;Incidencia acumulada para o concello: <=25
30-11-2020;34121515045;MAZARICOS; 30;Incidencia acumulada para o concello: >250
30-11-2020;34121515046;MELIDE; 13;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515047;MESIA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515048;MIÑO; 10;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515049;MOECHE; entre 1 e 9;Incidencia acumulada para o concello: >250
30-11-2020;34121515050;MONFERO; 17;Incidencia acumulada para o concello: >250
30-11-2020;34121515051;MUGARDOS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515052;MUXIA; 46;Incidencia acumulada para o concello: >250
30-11-2020;34121515053;MUROS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515054;NARON; 129;Incidencia acumulada para o concello: >250
30-11-2020;34121515055;NEDA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515056;NEGREIRA; 14;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515057;NOIA; 25;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515058;OLEIROS; 31;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515059;ORDES; 27;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515060;OROSO; 21;Incidencia acumulada para o concello: >250
30-11-2020;34121515061;ORTIGUEIRA; entre 1 e 9;Incidencia acumulada para o concello: <=25
30-11-2020;34121515062;OUTES; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515064;PADERNE; 10;Incidencia acumulada para o concello: >250
30-11-2020;34121515065;PADRON; 15;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515066;PINO (O); entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515067;POBRA DO CARAMIÑAL A; 18;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515068;PONTECESO; 30;Incidencia acumulada para o concello: >250
30-11-2020;34121515069;PONTEDEUME; 34;Incidencia acumulada para o concello: >250
30-11-2020;34121515070;PONTES DE GARCIA RODRIGUEZ (AS); 73;Incidencia acumulada para o concello: >250
30-11-2020;34121515071;PORTO DO SON; 27;Incidencia acumulada para o concello: >250
30-11-2020;34121515072;RIANXO; 14;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515073;RIBEIRA; 59;Incidencia acumulada para o concello: >150 e <=250
30-11-2020;34121515074;ROIS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515075;SADA; 17;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515076;SAN SADURNIÑO; entre 1 e 9;Incidencia acumulada para o concello: >250
30-11-2020;34121515077;SANTA COMBA; 35;Incidencia acumulada para o concello: >250
30-11-2020;34121515078;SANTIAGO DE COMPOSTELA; 102;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515079;SANTISO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515080;SOBRADO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515081;SOMOZAS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515082;TEO; 20;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515083;TOQUES;0;Incidencia acumulada para o concello: <=25
30-11-2020;34121515084;TORDOIA; 15;Incidencia acumulada para o concello: >250
30-11-2020;34121515085;TOURO;0;Incidencia acumulada para o concello: <=25
30-11-2020;34121515086;TRAZO; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50
30-11-2020;34121515087;VALDOVIÑO; 18;Incidencia acumulada para o concello: >250
30-11-2020;34121515088;VAL DO DUBRA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515089;VEDRA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515090;VILASANTAR; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515091;VILARMAIOR; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515092;VIMIANZO; 26;Incidencia acumulada para o concello: >250
30-11-2020;34121515093;ZAS; 16;Incidencia acumulada para o concello: >250
30-11-2020;34121515901;CARIÑO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34121515902;OZA-CESURAS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34122727001;ABADIN; entre 1 e 9;Incidencia acumulada para o concello: >250
30-11-2020;34122727002;ALFOZ; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34122727003;ANTAS DE ULLA; 18;Incidencia acumulada para o concello: >250
30-11-2020;34122727004;BALEIRA; entre 1 e 9;Incidencia acumulada para o concello: >250
30-11-2020;34122727005;BARREIROS; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50
30-11-2020;34122727006;BECERREA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34122727007;BEGONTE; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150
30-11-2020;34122727008;BOVEDA; entre 1 e 9;Incidencia acumulada para o concello: >250
30-11-2020;34122727009;CARBALLEDO; entre 1 e 9;Incidencia acumulada para o concello: >250
