Fecha,Area_Sanitaria,Casos_Totais,Novos_Casos_Abertos_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PDIA,Exitus,Probas_Antixenos_Realizadas
2022-02-24 18:00:00,"A.S. A CORUÑA E CEE","103.738","321","4.668","98.358","106","7","792.374","211.146","733","345.315"
2022-02-24 18:00:00,"A.S. FERROL","27.853","96","1.297","26.293","38","4","238.933","83.062","257","55.795"
2022-02-24 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","51.542","242","2.774","48.455","43","0","421.560","184.617","308","152.122"
2022-02-24 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","58.841","189","2.645","55.677","63","6","481.379","180.746","524","250.834"
2022-02-24 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","57.056","161","2.353","54.447","70","1","399.568","123.708","256","230.009"
2022-02-24 18:00:00,"A.S. SANTIAGO E BARBANZA","77.545","329","3.930","73.213","83","5","550.037","188.784","424","269.711"
2022-02-24 18:00:00,"A.S. VIGO","116.949","337","4.510","111.867","58","2","803.437","482.762","588","213.020"
2022-02-24 18:00:00,"SEN A.S. ASIGNADA","587","9","218","369","0","0","0","876","0","0"
2022-02-24 18:00:00,"GALICIA","494.111","1.684","22.395","468.679","461","25","3.687.288","1.455.701","3.090","1.516.806"
