Fecha,Area_Sanitaria,Casos_Totais,Casos_Confirmados_PDIA_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PDIA,Exitus,Probas_Antixenos_Realizadas
2021-06-09 18:00:00,"A.S. A CORUÑA E CEE","30.580","28","334","29.667","17","2","512.059","150.352","593","181.913"
2021-06-09 18:00:00,"A.S. FERROL","8.661","6","100","8.338","3","3","146.943","60.993","217","15.456"
2021-06-09 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","12.993","11","208","12.564","5","2","251.500","134.204","216","40.373"
2021-06-09 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.806","8","162","15.227","5","1","260.091","130.302","418","71.400"
2021-06-09 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.348","7","171","13.996","7","1","241.478","91.574","181","80.199"
2021-06-09 18:00:00,"A.S. SANTIAGO E BARBANZA","20.068","10","222","19.494","10","2","365.855","144.334","365","94.820"
2021-06-09 18:00:00,"A.S. VIGO","25.205","15","416","24.360","4","4","515.884","266.566","438","67.987"
2021-06-09 18:00:00,"GALICIA","127.661","85","1.613","123.646","51","15","2.293.810","978.325","2.428","552.148"
